Date,"(38.0,-119.375)","(38.0,-118.75)",Inches/Month,,,,
10/1/2016,8.63E-06,6.28E-06,0.786120945,,,,
11/1/2016,1.18E-05,6.88E-06,0.95312126,,,,
12/1/2016,8.24E-06,4.54E-06,0.673817953,,,,
1/1/2017,1.33E-05,6.79E-06,1.059233386,45.55839018,,,
2/1/2017,1.76E-05,1.15E-05,1.385801575,,,,
3/1/2017,1.45E-05,2.12E-05,1.882261417,,,,
4/1/2017,2.79E-05,3.42E-05,3.168566929,,,,
5/1/2017,3.68E-05,3.99E-05,4.043962205,,,,
6/1/2017,4.32E-05,4.12E-05,4.306393701,,,,
7/1/2017,2.88E-05,2.65E-05,2.915659843,,,,
8/1/2017,1.52E-05,1.70E-05,1.697725984,,,,
9/1/2017,8.66E-06,9.18E-06,0.910261417,,,,
10/1/2017,6.55E-06,4.32E-06,0.573114331,,,,
11/1/2017,6.75E-06,4.65E-06,0.581669291,,,,
12/1/2017,7.07E-06,3.62E-06,0.563623937,,,,
1/1/2018,7.25E-06,4.27E-06,0.607385197,33.35224031,,,
2/1/2018,9.08E-06,5.90E-06,0.713378268,,,,
3/1/2018,1.67E-05,1.21E-05,1.518462992,,,,
4/1/2018,2.73E-05,2.38E-05,2.607307087,,,,
5/1/2018,3.10E-05,2.22E-05,2.804938583,,,,
6/1/2018,3.55E-05,2.34E-05,3.005291339,,,,
7/1/2018,2.19E-05,1.73E-05,2.06679685,,,,
8/1/2018,1.37E-05,1.40E-05,1.460466142,,,,
9/1/2018,5.89E-06,3.68E-06,0.488296063,,,,
10/1/2018,5.70E-06,4.71E-06,0.548861102,,,,
11/1/2018,4.51E-06,2.43E-06,0.354103937,,,,
12/1/2018,1.03E-05,4.08E-06,0.758177008,,,,
1/1/2019,1.06E-05,4.75E-06,0.809319685,40.6319999,,,
2/1/2019,2.03E-05,1.06E-05,1.47152126,,,,
3/1/2019,2.02E-05,1.64E-05,1.929713386,,,,
4/1/2019,2.62E-05,2.92E-05,2.826708661,,,,
5/1/2019,2.93E-05,2.65E-05,2.942022047,,,,
6/1/2019,4.28E-05,3.15E-05,3.791055118,,,,
7/1/2019,3.41E-05,2.40E-05,3.063288189,,,,
8/1/2019,1.91E-05,1.44E-05,1.766267717,,,,
9/1/2019,7.98E-06,5.65E-06,0.695451969,,,,
10/1/2019,3.62E-06,2.29E-06,0.31160126,,,,
11/1/2019,2.85E-06,1.67E-06,0.230626772,,,,
12/1/2019,1.09E-05,3.24E-06,0.74552315,,,,
1/1/2020,8.28E-06,4.24E-06,0.660109606,25.59153633,,,
2/1/2020,9.27E-06,6.05E-06,0.755625827,,,,
3/1/2020,1.51E-05,8.94E-06,1.267494803,,,,
4/1/2020,2.43E-05,1.68E-05,2.097070866,,,,
5/1/2020,2.59E-05,1.92E-05,2.377870866,,,,
6/1/2020,2.16E-05,1.72E-05,1.979716535,,,,
7/1/2020,1.66E-05,1.29E-05,1.555370079,,,,
8/1/2020,8.41E-06,5.91E-06,0.755013543,,,,
9/1/2020,7.99E-07,1.03E-06,0.093322205,,,,
10/1/2020,5.01E-06,3.33E-06,0.439721575,,,,
11/1/2020,5.75E-06,3.16E-06,0.454620472,,,,
12/1/2020,7.28E-06,3.67E-06,0.577332283,,,,
1/1/2021,1.35E-05,7.73E-06,1.119339213,32.78337532,,,
2/1/2021,1.73E-05,1.13E-05,1.361990551,,,,
3/1/2021,2.29E-05,1.57E-05,2.035162205,,,,
4/1/2021,2.09E-05,1.61E-05,1.887874016,,,,
5/1/2021,7.22E-06,5.38E-06,0.664327559,,,,
6/1/2021,9.21E-06,6.05E-06,0.778620472,,,,
7/1/2021,1.19E-05,5.38E-06,0.911077795,,,,
8/1/2021,8.85E-06,6.15E-06,0.790866142,,,,
9/1/2021,1.35E-05,9.40E-06,1.168440945,,,,
10/1/2021,1.85E-05,1.40E-05,1.713543307,,,,
11/1/2021,2.30E-05,1.78E-05,2.08176378,,,,
12/1/2021,2.28E-05,1.67E-05,2.082614173,,,,
1/1/2022,1.85E-05,1.46E-05,1.745177953,18.07382471,,,
2/1/2022,1.33E-05,8.02E-06,1.015302047,,,,
3/1/2022,1.27E-05,1.35E-05,1.381379528,,,,
4/1/2022,3.78E-06,2.02E-06,0.295937008,,,,
5/1/2022,1.84E-05,1.61E-05,1.818992126,,,,
6/1/2022,1.59E-05,1.47E-05,1.561322835,,,,
7/1/2022,1.05E-05,7.85E-06,0.967492913,,,,
8/1/2022,4.77E-06,2.42E-06,0.379088504,,,,
