date,"(37.9676,-119.138)","(37.9785,-119.04)","(37.9894,-118.943)","(38.0557,-119.054)","(38.0665,-118.956)",Year_Month,AverageVal
20060124,0,0,0,0,0,200601,0
20060125,0,0,0,0,0,200601,0
20060126,0,0,0,0,0,200601,0
20060127,0.369137615,0,0.079960041,0,0,200601,0.089819531
20060128,0,0,0,0,0,200601,0
20060129,1.50270474,0.5,0.633266747,0.575040102,0.51182878,200601,0.744568074
20060130,0,0,0,0,0,200601,0
20060131,5.293466091,2.43446517,2.487641573,2.444224596,2.396037817,200601,3.011167049
20060201,0,0,0,0,0,200602,0
20060202,0.997004569,0.474122882,0.497139275,0.392173648,0.384208947,200602,0.548929864
20060203,1.192131281,0.5,0.5,0.53448385,0.5,200602,0.645323026
20060204,0,0,0,0,0,200602,0
20060205,0,0,0,0,0,200602,0
20060206,0,0,0,0,0,200602,0
20060207,0,0,0,0,0,200602,0
20060208,0,0,0,0,0,200602,0
20060209,0,0,0,0,0,200602,0
20060210,0,0,0,0,0,200602,0
20060211,0,0,0,0,0,200602,0
20060212,0,0,0,0,0,200602,0
20060213,0,0,0,0,0,200602,0
20060214,0,0,0,0,0,200602,0
20060215,0,0,0,0,0,200602,0
20060216,0,0,0,0,0,200602,0
20060217,0,0,0,0,0,200602,0
20060218,1.430016518,0.731672943,0.633266747,0.698750615,0.5,200602,0.798741364
20060219,1.555568695,0.965282381,0.99017781,0.773790717,0.51182878,200602,0.959329677
20060220,1.91396749,0.945608079,0.927373409,0.906291127,0.51182878,200602,1.041013777
20060221,0,0,0,0,0,200602,0
20060222,0,0,0,0,0,200602,0
20060223,0,0,0,0,0,200602,0
20060224,0,0,0,0,0,200602,0
20060225,0,0,0,0,0,200602,0
20060226,0,0,0,0,0,200602,0
20060227,5.226004601,3.111127853,3.25385046,2.455935955,2.411223412,200602,3.291628456
20060228,37.78123856,23.33919334,25.65163803,19.99407959,19.66563225,200602,25.28635635
20060301,11.08390617,5.556441784,6.251686573,5.630825043,4.981023788,200603,6.700776672
20060302,0,0,0,0,0,200603,0
20060303,5.576741695,2.661086559,2.75385046,2.287186861,1.903923631,200603,3.036557841
20060304,16.08415031,8.157578468,9.140939713,7.335730076,6.989017487,200603,9.541483212
20060305,0,0,0,0,0,200603,0
20060306,2.079108953,0.974122882,1.129337907,0.834700584,0.807885885,200603,1.165031242
20060307,10.55124664,5.364720821,6.170482159,4.767578125,4.451576233,200603,6.261120796
20060308,,,0,,0,200603,0
20060309,2.971764088,1.225779295,1.129337907,1.218002558,0.824581146,200603,1.473892999
20060310,3.013158083,1.435307264,1.705006838,1.086751461,1.134199262,200603,1.674884582
20060311,0.560878932,0.300000012,0.300000012,0.322989225,0.300000012,200603,0.356773639
20060312,0.708180308,0.300000012,0.351704448,0.322989225,0.192815125,200603,0.375137824
20060313,0.899397731,0.43446523,0.351704448,0.322989225,0.192815125,200603,0.440274352
20060314,0.521836221,0.231672958,0.133266732,0.239306912,0.019128555,200603,0.229042276
20060315,7.991384506,3.919730902,4.349898338,3.908422232,3.364347935,200603,4.706756783
20060316,0,0,0,0,0,200603,0
20060317,0,0,0,0,0,200603,0
20060318,1.416842699,0.761184335,0.847413361,0.575040102,0.51182878,200603,0.822461855
20060319,1.268535376,0.474122882,0.576031148,0.322989225,0.300000012,200603,0.588335729
20060320,0,0,0,0,0,200603,0
20060321,3.707043409,2.072312355,2.249559402,1.075040102,1.19777,200603,2.060345054
20060322,0,0,0,0,0,200603,0
20060323,0,0,0,0,0,200603,0
20060324,0,0,0,0,0,200603,0
20060325,0,0,0,0,0,200603,0
20060326,15.48775768,8.174614906,9.113924026,7.527087688,7.029592991,200603,9.466595459
20060327,0,0,0,0,0,200603,0
20060328,1.523419857,0.780858576,1.123444557,0.355788201,0.492114127,200603,0.855125064
20060329,10.47790623,5.63084507,6.892320156,4.316465378,4.042989254,200603,6.272105217
20060330,0.521836221,0.300000012,0.434334904,0.409740716,0.396037757,200603,0.412389922
20060331,0.186344102,0,0,0,0,200603,0.03726882
20060401,7.284311295,4.157170296,5.495332718,3.839182854,4.491394043,200604,5.053478241
20060402,2.295345783,1.097581387,1.488064528,1.367943883,1.383824229,200604,1.526551962
20060403,6.193782806,3.408826828,4.360464096,3.158722401,3.364156723,200604,4.097190571
20060404,17.25407791,9.939951897,13.30874729,8.653693199,10.01954746,200604,11.83520355
20060405,14.68974686,8.057156563,10.37815952,7.396656036,8.170035362,200604,9.738350868
20060406,3.756743431,1.860328555,2.473528385,1.575040102,1.69777,200604,2.272682095
20060407,0,0,0,0,0,200604,0
20060408,1.277318001,0.5,0.579960048,0.5,0.5,200604,0.67145561
20060409,0,0,0,0,0,200604,0
20060410,1.277318001,0.559486508,0.794106662,0.5,0.5,200604,0.726182234
20060411,1.616360664,0.845551372,1.079959989,0.890488803,1,200604,1.086472166
20060412,0.424229413,0.300000012,0.353306681,0.300000012,0.300000012,200604,0.335507226
20060413,1.777318001,1.059486508,1.428975701,1.063762307,1.134199262,200604,1.292748356
20060414,0,0,0,0,0,200604,0
20060415,1.50270474,0.559486508,0.794106662,0.53448385,0.5,200604,0.778156352
20060416,0,0,0,0,0,200604,0
20060417,8.881150246,4.849185467,5.826983452,4.532728195,5.094731331,200604,5.836955738
20060418,1.557796597,0.800000012,0.934334874,0.834700584,0.879342437,200604,1.001234901
20060419,0,0,0,0,0,200604,0
20060420,0,0,0,0,0,200604,0
20060421,0,0,0,0,0,200604,0
20060422,0.938799202,0.359641105,0.49607113,0.432500392,0.300000012,200604,0.505402368
20060423,2.687813044,1.299999952,1.434334874,1.369184494,1.384208918,200604,1.635108256
20060424,3.520343304,2.068874836,3.198179483,2.506518841,2.856888056,200604,2.830160904
20060425,0,0,0,0,0,200604,0
20060426,0,0,0,0,0,200604,0
20060427,0,0,0,0,0,200604,0
20060428,0,0,0,0,0,200604,0
20060429,0,0,0,0,0,200604,0
20060430,0,0,0,0,0,200604,0
20060501,0,0,0,0,0,200605,0
20060502,0,0,0,0,0,200605,0
20060503,0,0,0,0,0,200605,0
20060504,0,0,0,0,0,200605,0
20060505,0,0,0,0,0,200605,0
20060506,0,0,0,0,0,200605,0
20060507,0,0,0,0,0,200605,0
20060508,0,0,0,0,0,200605,0
20060509,0,0,0,0,0,200605,0
20060510,0,0,0,0,0,200605,0
20060511,0,0,0,0,0,200605,0
20060512,0,0,0,0,0,200605,0
20060513,0,0,0,0,0,200605,0
20060514,0,0,0,0,0,200605,0
20060515,0,0,0,0,0,200605,0
20060516,0,0,0,0,0,200605,0
20060517,0,0,0,0,0,200605,0
20060518,1.085741878,0.43446523,0.300000012,0.300000012,0.300000012,200605,0.484041429
20060519,0,0,0,0,0,200605,0
20060520,1.085741878,0.43446523,0.353306681,0.300000012,0.300000012,200605,0.494702762
20060521,0,0,0,0,0,200605,0
20060522,9.676115036,5.125905037,5.966190815,4.169765949,4.054818153,200605,5.798558998
20060523,0.636442304,0.261184335,0.347413391,0,0,200605,0.249008006
20060524,0,0,0,0,0,200605,0
20060525,0,0,0,0,0,200605,0
20060526,0,0,0,0,0,200605,0
20060527,0,0,0,0,0,200605,0
20060528,0,0,0,0,0,200605,0
20060529,,,0,,0,200605,0
20060530,0,0,0,0,0,200605,0
20060531,0,0,0,0,0,200605,0
20060601,0,0,0,0,0,200606,0
20060602,0,0,0,0,0,200606,0
20060603,,,0,,0,200606,0
20060604,,,0,,0,200606,0
20060605,0,0,0,0,0,200606,0
20060606,0,0,0,0,0,200606,0
20060607,0,0,0,0,0,200606,0
20060608,0,0,0,0,0,200606,0
20060609,0,0,0,0,0,200606,0
20060610,,,0,,0,200606,0
20060611,0,0,0,0,0,200606,0
20060612,0,0,0,0,0,200606,0
20060613,,,0,,0,200606,0
20060614,,,0,,0,200606,0
20060615,,,0,,0,200606,0
20060616,0,0,0,0,0,200606,0
20060617,,,0,,0,200606,0
20060618,,,0,,0,200606,0
20060619,0,0,0,0,0,200606,0
20060620,0,0,0,0,0,200606,0
20060621,0,0,0,0,0,200606,0
20060622,0,0,0,0,0,200606,0
20060623,0,0,0,0,0,200606,0
20060624,,,0,,0,200606,0
20060625,,,0,,0,200606,0
20060626,1.049781442,0.86613816,0.5,0.698750615,0.5,200606,0.722934043
20060627,0,0,0,0,0,200606,0
20060628,1.476252556,1.656146526,1.353306651,1.409511209,1.292700291,200606,1.437583447
20060629,0,0,0,0,0,200606,0
20060630,0,0,0,0,0,200606,0
20060701,,,0,,0,200607,0
20060702,,,0,,0,200607,0
20060703,0,0,0,0,0,200607,0
20060704,,,0,,0,200607,0
20060705,0,0,0,0,0,200607,0
20060706,0,0,0,0,0,200607,0
20060707,0,0,0,0,0,200607,0
20060708,,,0,,0,200607,0
20060709,,,0,,0,200607,0
20060710,1.974961042,1.444147706,1.577099323,1.101249337,1.371456623,200607,1.493782806
20060711,0,0,0,0,0,200607,0
20060712,0,0,0,0,0,200607,0
20060713,0,0,0,0,0,200607,0
20060714,0,0,0,0,0,200607,0
20060715,,,0,,0,200607,0
20060716,,,0,,0,200607,0
20060717,0,0,0,0,0,200607,0
20060718,0,0,0,0,0,200607,0
20060719,0,0,0,0,0,200607,0
20060720,0,0,0,0,0,200607,0
20060721,9.474430084,6.678809166,6.487289429,5.423723221,5.502203465,200607,6.713291073
20060722,,,0,,0,200607,0
20060723,,,0,,0,200607,0
20060724,8.501584053,8.566613197,10.28554916,5.38816452,6.609496117,200607,7.87028141
20060725,13.14089584,12.12764359,14.30073643,8.84411335,10.17789459,200607,11.71825676
20060726,11.23051071,10.34807587,11.66644382,6.286767483,7.373468876,200607,9.381053352
20060727,0,0,0,0,0,200607,0
20060728,0,0,0,0,0,200607,0
20060729,,,0,,0,200607,0
20060730,,,0,,0,200607,0
20060731,0,0,0,0,0,200607,0
20060801,0,0,0,0,0,200608,0
20060802,0,0,0,0,0,200608,0
20060803,0,0,0,0,0,200608,0
20060804,0,0,0,0,0,200608,0
20060805,,,0,,0,200608,0
20060806,,,0,,0,200608,0
20060807,0,0,0,0,0,200608,0
20060808,,,0,,0,200608,0
20060809,0,0,0,0,0,200608,0
20060810,0,0,0,0,0,200608,0
20060811,0,0,0,0,0,200608,0
20060812,,,0,,0,200608,0
20060813,,,0,,0,200608,0
20060814,0,0,0,0,0,200608,0
20060815,0,0,0,0,0,200608,0
20060816,0,0,0,0,0,200608,0
20060817,0,0,0,0,0,200608,0
20060818,0,0,0,0,0,200608,0
20060819,,,0,,0,200608,0
20060820,,,0,,0,200608,0
20060821,,,,,,200608,#DIV/0!
20060822,0,0,0,0,0,200608,0
20060823,0,0,0,0,0,200608,0
20060824,0,0,0,0,0,200608,0
20060825,0,0,0,0,0,200608,0
20060826,,,0,,0,200608,0
20060827,,,0,,0,200608,0
20060828,0,0,0,0,0,200608,0
20060829,0,0,0,0,0,200608,0
20060830,0,0,0,0,0,200608,0
20060831,0,0,0,0,0,200608,0
20060901,0,0,0,0,0,200609,0
20060902,,,0,,0,200609,0
20060903,,,0,,0,200609,0
20060904,,,0,,0,200609,0
20060905,,,,,,200609,#DIV/0!
20060906,,,,,,200609,#DIV/0!
20060907,0,0,0,0,0,200609,0
20060908,0,0,0,0,0,200609,0
20060909,,,0,,0,200609,0
20060910,,,0,,0,200609,0
20060911,0,0,0,0,0,200609,0
20060912,0,0,0,0,0,200609,0
20060913,0,0,0,0,0,200609,0
20060914,0,0,0,0,0,200609,0
20060915,0,0,0,0,0,200609,0
20060916,,,0,,0,200609,0
20060917,,,0,,0,200609,0
20060918,0,0,0,0,0,200609,0
20060919,0,0,0,0,0,200609,0
20060920,0,0,0,0,0,200609,0
20060921,0,0,0,0,0,200609,0
20060922,0,0,0,0,0,200609,0
20060923,,,0,,0,200609,0
20060924,,,0,,0,200609,0
20060925,0,0,0,0,0,200609,0
20060926,0,0,0,0,0,200609,0
20060927,0,0,0,0,0,200609,0
20060928,,,0,,0,200609,0
20060929,,,0,,0,200609,0
20060930,,,0,,0,200609,0
20061001,,,0,,0,200610,0
20061002,1.603186727,0.701697826,0.634868979,0.53448385,0.607184887,200610,0.816284454
20061003,0,0,0,0,0,200610,0
20061004,0,0,0,0,0,200610,0
20061005,0,0,0,0,0,200610,0
20061006,1.496797323,0.675820708,0.49607113,0.322989225,0.300000012,200610,0.65833568
20061007,,,0,,0,200610,0
20061008,,,0,,0,200610,0
20061009,,,0,,0,200610,0
20061010,0.058564093,0,0,0,0,200610,0.011712819
20061011,3.065351963,1.80589366,2.392972946,2.31774044,2.286113024,200610,2.373614407
20061012,0,0,0,0,0,200610,0
20061013,0,0,0,0,0,200610,0
20061014,,,0,,0,200610,0
20061015,,,0,,0,200610,0
20061016,0,0,0,0,0,200610,0
20061017,0,0,0,0,0,200610,0
20061018,0,0,0,0,0,200610,0
20061019,0,0,0,0,0,200610,0
20061020,0,0,0,0,0,200610,0
20061021,0,0,0,0,0,200610,0
20061022,0,0,0,0,0,200610,0
20061023,0,0,0,0,0,200610,0
20061024,0,0,0,0,0,200610,0
20061025,0,0,0,0,0,200610,0
20061026,0,0,0,0,0,200610,0
20061027,0,0,0,0,0,200610,0
20061028,0,0,0,0,0,200610,0
20061029,0,0,0,0,0,200610,0
20061030,0,0,0,0,0,200610,0
20061031,0,0,0,0,0,200610,0
20061101,0,0,0,0,0,200611,0
20061102,1.064351201,0.45444864,0.300000012,0.501684844,0.307885855,200611,0.525674111
20061103,0,0,0,0,0,200611,0
20061104,0,0,0,0,0,200611,0
20061105,0,0,0,0,0,200611,0
20061106,,,,,,200611,#DIV/0!
20061107,0,0,0,0,0,200611,0
20061108,0,0,0,0,0,200611,0
20061109,0.058564093,0,0.00160224,0.052050907,0.126313433,200611,0.047706135
20061110,0,0,0,0,0,200611,0
20061111,0,0,0,0,0,200611,0
20061112,0.708180308,0.231672958,0.079960041,0.198750615,0,200611,0.243712784
20061113,0,0,0.081562281,0.017567076,0.126313433,200611,0.045088558
20061114,7.549474716,4.092057228,3.559381723,3.39150548,3.054818153,200611,4.32944746
20061115,0,0,0,0,0,200611,0
20061116,0,0,0,0,0,200611,0
20061117,0,0,0,0,0,200611,0
20061118,0,0,0,0,0,200611,0
20061119,0,0,0,0,0,200611,0
20061120,0,0,0,0,0,200611,0
20061121,0,0,0,0,0,200611,0
20061122,0,0,0,0,0,200611,0
20061123,0,0,0,0,0,200611,0
20061124,0,0,0,0,0,200611,0
20061125,0,0,0,0,0,200611,0
20061126,0,0,0,0,0,200611,0
20061127,2.257676363,1.127322555,0.847413361,0.773790717,0.519128561,200611,1.105066311
20061128,0.411055475,0.201697826,0.079960041,0,0,200611,0.138542669
20061129,0,0,0,0,0,200611,0
20061130,0,0,0,0,0,200611,0
20061201,0,0,0,0,0,200612,0
20061202,0,0,0,0,0,200612,0
20061203,0,0,0,0,0,200612,0
20061204,0,0,0,0,0,200612,0
20061205,0,0,0,0,0,200612,0
20061206,0,0,0,0,0,200612,0
20061207,0,0,0,0,0,200612,0
20061208,0,0,0,0,0,200612,0
20061209,0,0,0,0,0,200612,0
20061210,3.973549366,2.205935478,2.057779551,1.334700584,1.384208918,200612,2.191234779
20061211,1.085741878,0.474122882,0.629337847,0.357473046,0.300000012,200612,0.569335133
20061212,0,0,0,0,0,200612,0
20061213,2.876508474,1.395649552,1.483350515,1.075040102,1.19777,200612,1.605663729
20061214,1.085741878,0.474122882,0.576031148,0.300000012,0.300000012,200612,0.547179186
20061215,0,0,0,0,0,200612,0
20061216,0,0,0,0,0,200612,0
20061217,2.176715612,0.965282381,0.99017781,0.739306927,0.51182878,200612,1.076662302
20061218,0,0,0,0,0,200612,0
20061219,,,,,,200612,#DIV/0!
20061220,0,0,0,0,0,200612,0
20061221,0,0,0,0,0,200612,0
20061222,7.218732834,3.900589705,4.329519749,3.38353157,3.222351313,200612,4.410945034
20061223,0,0,0,0,0,200612,0
20061224,0.186344102,0,0.081562281,0.075040124,0.126313433,200612,0.093851988
20061225,0,0,0,0,0,200612,0
20061226,0,0,0,0,0,200612,0
20061227,8.183602333,4.766263962,5.200915813,3.730976105,3.55889535,200612,5.088130713
20061228,6.986598015,4.125905037,4.69965744,3.065447092,3.006242037,200612,4.376769924
20061229,0,0,0,0,0,200612,0
20061230,0,0,0,0,0,200612,0
20061231,0,0,0,0,0,200612,0
20070101,0,0,0,0,0,200701,0
20070102,0,0,0,0,0,200701,0
20070103,0,0,0,0,0,200701,0
20070104,0.930016577,0.300000012,0.353306681,0.369184434,0.307885855,200701,0.452078712
20070105,13.73055744,6.582612991,6.901584148,6.263924599,5.86930275,200701,7.869596386
20070106,0,0,0,0,0,200701,0
20070107,0,0,0,0,0,200701,0
20070108,0,0,0,0,0,200701,0
20070109,0,0,0,0,0,200701,0
20070110,,,0,,0,200701,0
20070111,0,0,0,0,0,200701,0
20070112,0,0,0,0,0,200701,0
20070113,0,0,0,0,0,200701,0
20070114,0,0,0,0,0,200701,0
20070115,0,0,0,0,0,200701,0
20070116,0,0,0,0,0,200701,0
20070117,0,0,0,0,0,200701,0
20070118,0,0,0,0,0,200701,0
20070119,0,0,0,0,0,200701,0
20070120,0,0,0,0,0,200701,0
20070121,0,0,0,0,0,200701,0
20070122,0,0,0,0,0,200701,0
20070123,0,0,0,0,0,200701,0
20070124,0,0,0,0,0,200701,0
20070125,0,0,0,0,0,200701,0
20070126,0,0,0,0,0,200701,0
20070127,0,0,0,0,0,200701,0
20070128,0.186344102,0,0.079960041,0,0,200701,0.053260829
20070129,0.957961798,0.43446523,0.567601621,0.322989225,0.371456593,200701,0.530894893
20070130,0,0,0,0,0,200701,0
20070131,0,0,0,0,0,200701,0
20070201,0,0,0,0,0,200702,0
20070202,0,0,0,0,0,200702,0
20070203,0,0,0,0,0,200702,0
20070204,0,0,0,0,0,200702,0
20070205,0,0,0,0,0,200702,0
20070206,0,0,0,0,0,200702,0
20070207,0,0,0,0,0,200702,0
20070208,1.316360712,0.494106323,0.49607113,0.478695631,0.307885855,200702,0.61862393
20070209,1.616360664,0.791159451,0.849015594,0.751018286,0.639065802,200702,0.929323959
20070210,4.34689045,2.301445484,2.206074953,1.79677999,1.690470219,200702,2.468332219
20070211,20.31552315,12.5186348,13.30071735,9.665186882,9.66707325,200702,13.09342709
20070212,7.960645199,5.210411549,5.887299061,3.832225561,4.118726254,200702,5.401861525
20070213,0,0,0,0,0,200702,0
20070214,0.7751683,0.43446523,0.353306681,0.322989225,0.300000012,200702,0.437185889
20070215,0,0,0,0,0,200702,0
20070216,0,0,0,0,0,200702,0
20070217,,,0,,0,200702,0
20070218,0,0,0,0,0,200702,0
20070219,1.642229438,0.761184335,0.794106662,0.591956854,0.5,200702,0.857895458
20070220,0,0,0,0,0,200702,0
20070221,0,0,0,0,0,200702,0
20070222,0,0,0,0,0,200702,0
20070223,12.84925175,7.595284462,7.736505032,6.114290714,5.70433712,200702,7.999933815
20070224,2.377239704,1.231673002,1.079959989,1.29677999,1.01182878,200702,1.399496293
20070225,4.64569664,2.425624609,2.427373409,2.400448322,2.027014494,200702,2.785231495
20070226,15.86748981,9.364214897,9.556344986,7.717742443,7.192171097,200702,9.939592648
20070227,16.54733467,10.47444534,11.40517044,8.994982719,8.908101082,200702,11.26600685
20070228,5.368555546,3.215618134,3.387117386,2.227906942,2.379342556,200702,3.315708113
20070301,1.268535376,0.53360939,0.790177822,0.322989225,0.300000012,200703,0.643062365
20070302,0,0,0,0,0,200703,0
20070303,0,0,0,0,0,200703,0
20070304,0,0,0,0,0,200703,0
20070305,0,0,0,0,0,200703,0
20070306,0,0,0,0,0,200703,0
20070307,0,0,0,0,0,200703,0
20070308,0,0,0,0,0,200703,0
20070309,0,0,0,0,0,200703,0
20070310,0,0,0,0,0,200703,0
20070311,0,0,0,0,0,200703,0
20070312,0,0,0,0,0,200703,0
20070313,0,0,0,0,0,200703,0
20070314,0,0,0,0,0,200703,0
20070315,0,0,0,0,0,200703,0
20070316,0,0,0,0,0,200703,0
20070317,0,0,0,0,0,200703,0
20070318,0,0,0,0,0,200703,0
20070319,0,0,0,0,0,200703,0
20070320,0,0,0,0,0,200703,0
20070321,4.049563885,1.701697826,1.713226795,1.644224525,1.519714713,200703,2.125685549
20070322,0.560878932,0.300000012,0.300000012,0.322989225,0.300000012,200703,0.356773639
20070323,0,0,0,0,0,200703,0
20070324,0,0,0,0,0,200703,0
20070325,0,0,0,0,0,200703,0
20070326,0,0,0,0,0,200703,0
20070327,5.884910584,2.754852057,3.110253811,2.589244604,2.333039761,200703,3.334460163
20070328,3.375241518,1.454241037,1.433613181,1.501897693,1.308019638,200703,1.814602613
20070329,0,0,0,0,0,200703,0
20070330,0,0,0,0,0,200703,0
20070331,0,0,0,0,0,200703,0
20070401,0,0,0,0,0,200704,0
20070402,0,0,0,0,0,200704,0
20070403,0,0,0,0,0,200704,0
20070404,0,0,0,0,0,200704,0
20070405,0,0,0,0,0,200704,0
20070406,0,0,0,0,0,200704,0
20070407,0,0,0,0,0,200704,0
20070408,0,0,0,0,0,200704,0
20070409,0,0,0,0,0,200704,0
20070410,0,0,0,0,0,200704,0
20070411,0,0,0,0,0,200704,0
20070412,2.645895243,1.029975176,1.133266687,1.239306927,1.01182878,200704,1.412054563
20070413,0,0,0,0,0,200704,0
20070414,0,0,0,0,0,200704,0
20070415,1.144305944,0.474122882,0.630406022,0.322989225,0.371456593,200704,0.588656133
20070416,2.590206385,1.40503788,2.062242508,1.390488863,1.607184887,200704,1.811032104
20070417,0,0,0,0,0,200704,0
20070418,0,0,0,0,0,200704,0
20070419,0,0,0,0,0,200704,0
20070420,0.186344102,0,0,0,0,200704,0.03726882
20070421,,,0,,0,200704,0
20070422,,,0,,0,200704,0
20070423,7.0682621,3.602778435,4.707877159,3.158722401,3.371456623,200704,4.381819344
20070424,0,0,0,0,0,200704,0
20070425,0,0,0,0,0,200704,0
20070426,0,0,0,0,0,200704,0
20070427,0,0,0,0,0,200704,0
20070428,,,0,,0,200704,0
20070429,,,0,,0,200704,0
20070430,0,0,0,0,0,200704,0
20070501,0,0,0,0,0,200705,0
20070502,0,0,0,0,0,200705,0
20070503,3.45934391,1.799999952,1.853306651,1.857473016,1.799999952,200705,2.154024696
20070504,2.9826231,1.529975176,1.5,1.808491349,1.527014375,200705,1.8696208
20070505,,,0,,0,200705,0
20070506,,,0,,0,200705,0
20070507,0,0,0,0,0,200705,0
20070508,0,0,0,0,0,200705,0
20070509,0,0,0,0,0,200705,0
20070510,0,0,0,0,0,200705,0
20070511,0,0,0,0,0,200705,0
20070512,,,0,,0,200705,0
20070513,,,0,,0,200705,0
20070514,0,0,0,0,0,200705,0
20070515,0,0,0,0,0,200705,0
20070516,0,0,0,0,0,200705,0
20070517,0,0,0,0,0,200705,0
20070518,0,0,0,0,0,200705,0
20070519,,,0,,0,200705,0
20070520,,,0,,0,200705,0
20070521,0,0,0,0,0,200705,0
20070522,0,0,0,0,0,200705,0
20070523,0,0,0,0,0,200705,0
20070524,0,0,0,0,0,200705,0
20070525,0,0,0,0,0,200705,0
20070526,,,0,,0,200705,0
20070527,,,0,,0,200705,0
20070528,,,0,,0,200705,0
20070529,0,0,0,0,0,200705,0
20070530,0,0,0,0,0,200705,0
20070531,0,0,0,0,0,200705,0
20070601,0,0,0,0,0,200706,0
20070602,0,0,0,0,0,200706,0
20070603,0,0,0,0,0,200706,0
20070604,0,0,0,0,0,200706,0
20070605,0,0,0,0,0,200706,0
20070606,1.259088039,1.211998701,0.937195599,1.383301973,1.01182878,200706,1.160682619
20070607,0,0,0,0,0,200706,0
20070608,,,0,,0,200706,0
20070609,,,0,,0,200706,0
20070610,,,0,,0,200706,0
20070611,,,0,,0,200706,0
20070612,,,0,,0,200706,0
20070613,,,0,,0,200706,0
20070614,0,0,0,0,0,200706,0
20070615,0,0,0,0,0,200706,0
20070616,0,0,0,0,0,200706,0
20070617,0,0,0,0,0,200706,0
20070618,,,0,,0,200706,0
20070619,,,0,,0,200706,0
20070620,0,0,0,0,0,200706,0
20070621,,,,,,200706,#DIV/0!
20070622,,,,,,200706,#DIV/0!
20070623,,,,,,200706,#DIV/0!
20070624,,,,,,200706,#DIV/0!
20070625,,,,,,200706,#DIV/0!
20070626,0,0,0,0,0,200706,0
20070627,0,0,0,0,0,200706,0
20070628,0,0,0,0,0,200706,0
20070629,0,0,0,0,0,200706,0
20070630,0,0,0,0,0,200706,0
20070701,0,0,0,0,0,200707,0
20070702,0,0,0,0,0,200707,0
20070703,0,0,0,0,0,200707,0
20070704,0,0,0,0,0,200707,0
20070705,0,0,0,0,0,200707,0
20070706,0,0,0,0,0,200707,0
20070707,0,0,0,0,0,200707,0
20070708,0,0,0,0,0,200707,0
20070709,0,0,0,0,0,200707,0
20070710,0,0,0,0,0,200707,0
20070711,1.941315651,1.675820708,1.630406022,1.334700584,1.379342437,200707,1.59231708
20070712,0,0,0,0.052050907,0.011828803,200707,0.012775942
20070713,0,0,0,0,0,200707,0
20070714,0,0,0,0,0,200707,0
20070715,0,0,0,0,0,200707,0
20070716,0,0,0,0,0,200707,0
20070717,0,0,0,0,0,200707,0
20070718,0,0,0,0,0,200707,0
20070719,0,0,0,0,0,200707,0
20070720,0,0,0,0,0,200707,0
20070721,0,0,0,0,0,200707,0
20070722,0,0,0,0,0,200707,0
20070723,0,0,0,0,0,200707,0
20070724,0,0,0,0,0,200707,0
20070725,3.540901661,1.5,2.166333675,1.707986832,1.551595569,200707,2.093363547
20070726,0.636442304,0.201697826,0.079960041,0,0,200707,0.183620034
20070727,0,0,0,0,0,200707,0
20070728,0,0,0,0,0,200707,0
20070729,0,0,0,0,0,200707,0
20070730,0,0,0,0,0,200707,0
20070731,0,0,0,0,0,200707,0
20070801,0,0,0,0,0,200708,0
20070802,0.720045328,0.766390622,0.50982219,1.057473063,1,200708,0.810746241
20070803,0,0,0,0,0,200708,0
20070804,0,0,0,0,0,200708,0
20070805,0,0,0,0,0,200708,0
20070806,0,0,0,0,0,200708,0
20070807,0,0,0,0,0,200708,0
20070808,0,0,0,0,0,200708,0
20070809,0,0,0,0,0,200708,0
20070810,0,0,0,0,0,200708,0
20070811,0,0,0,0,0,200708,0
20070812,0,0,0,0,0,200708,0
20070813,0,0,0,0,0,200708,0
20070814,0,0,0,0,0,200708,0
20070815,0,0,0,0,0,200708,0
20070816,0,0,0,0,0,200708,0
20070817,0,0,0,0,0,200708,0
20070818,,,0,,0,200708,0
20070819,0,0,0,0,0,200708,0
20070820,0,0,0,0,0,200708,0
20070821,0,0,0,0,0,200708,0
20070822,0,0,0,0,0,200708,0
20070823,0,0,0,0,0,200708,0
20070824,0,0,0,0,0,200708,0
20070825,0,0,0,0,0,200708,0
20070826,0,0,0,0,0,200708,0
20070827,0,0,0,0,0,200708,0
20070828,0.375770599,0.5,0.5,0.586751521,0.527014434,200708,0.497907311
20070829,0,0,0,0,0,200708,0
20070830,1.149817824,1.415323853,1.57174015,0.821304381,1.099298954,200708,1.211497033
20070831,2.735004425,2.725876093,2.224669695,2.462459803,2.482292652,200708,2.526060534
20070901,2.788616896,2.494793653,2.651017666,1.988288641,1.987247586,200709,2.381992888
20070902,0.491217375,0.474122882,0.49607113,0.300000012,0.300000012,200709,0.412282282
20070903,0.452174664,0.43446523,0.353306681,0.300000012,0.300000012,200709,0.36798932
20070904,0,0,0,0,0,200709,0
20070905,0,0,0,0,0,200709,0
20070906,0,0,0,0,0,200709,0
20070907,0,0,0,0,0,200709,0
20070908,,,0,,0,200709,0
20070909,0,0,0,0,0,200709,0
20070910,0,0,0,0,0,200709,0
20070911,0,0,0,0,0,200709,0
20070912,0,0,0,0,0,200709,0
20070913,0,0,0,0,0,200709,0
20070914,0,0,0,0,0,200709,0
20070915,0,0,0,0,0,200709,0
20070916,0,0,0,0,0,200709,0
20070917,0,0,0,0,0,200709,0
20070918,0,0,0,0,0,200709,0
